Time;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
27;0;5;100.61;1395;136;1374;1.05;1.21;45;1432;1.69;353;37.1;3.121;3;411.4;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.19;67;20.25;69.19;19.7284198;74.13;19.24;13.1;17.59
28;0;5;97.68;1395;135;1354;1.07;1.4;45;1418;1.53;353;37.2;3.121;3;411.6;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.6;0;69;100;13.19;67;20.25;69.34;19.7284198;74.13;19.28;13.2;17.59
29;0;5;97.68;1395;130;1354;1.05;1.45;45;1418;1.62;352;37.1;3.121;3;411.5;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.6;0;69;100;13.19;67;20.25;69.34;19.7284198;74.13;19.29;13.15;17.59
30;0;7;100.12;1395;121;1371;1.06;1.28;45;1420;1.68;353;37.2;3.122;3;411.6;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.19;67;20.25;69.34;19.798395;74.13;19.3;13.15;17.59
31;0;7;100.61;1395;126;1374;1.06;1.24;45;1420;1.7;353;37.1;3.122;3;411.6;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.19;67;20.25;69.34;19.7809012;74.15;19.3;13.2;17.59
32;-2;7;99.15;1395;139;1364;1.06;1.26;45;1418;1.56;353;37.2;3.12;3;411.5;-2;-0.05;2;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.5;0;69;100;13.19;67;20.25;69.34;19.7809012;74.1;19.3;13.2;17.69
33;0;7;99.15;1395;123;1364;1.04;1.22;45;1418;1.62;353;37.1;3.12;3;411.5;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.5;0;69;100;13.19;67;20.25;69.34;19.7809012;74.1;19.3;13.2;17.64
34;-1;5;99.15;1395;131;1364;1.06;1.25;45;1421;1.65;353;37.2;3.119;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;69;100;13.19;67;20.25;69.41;19.7809012;74.08;19.29;13.2;17.64
35;-1;5;100.12;1395;125;1371;1.06;1.28;45;1421;1.64;352;37.2;3.119;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;69;100;13.19;67;20.25;69.41;19.7809012;74.08;19.29;13.15;17.64
36;0;7;99.15;1395;121;1364;1.06;1.3;45;1432;1.67;353;37.1;3.118;3;411.2;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.6;0;69;100;13.19;67;20.25;69.41;19.7809012;74.05;19.33;13.2;17.64
37;-1;6;99.15;1395;121;1364;1.04;1.28;45;1432;1.73;353;37.2;3.118;3;411.2;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.6;0;69;100;13.19;67;20.25;69.41;19.7809012;74.05;19.33;13.15;17.64
38;0;6;98.17;1395;125;1357;1.06;1.48;45;1418;1.54;353;37.1;3.119;3;411.6;0;-0.05;0;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.3;0;70;100;13.19;67;20.25;69.41;19.7809012;74;19.33;13.15;17.69
39;-1;6;97.68;1395;135;1354;1.06;1.47;45;1418;1.51;353;37.1;3.119;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.25;69.41;19.7809012;74;19.33;13.15;17.64
40;0;7;98.66;1395;126;1361;1.05;1.38;45;1432;1.53;353;37.1;3.118;3;411.5;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.68;67;20.25;69.41;19.7809012;73.98;19.31;13.15;17.64
41;0;6;100.12;1395;130;1371;1.06;1.18;45;1418;1.61;353;37.1;3.118;3;411.5;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.25;69.41;19.7809012;73.96;19.35;13.2;17.64
42;-2;6;99.15;1395;121;1364;1.06;1.43;45;1418;1.47;353;37.1;3.117;3;411.1;-2;-0.05;2;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;70;100;13.19;67;20.25;69.41;19.7809012;73.91;19.35;13.15;17.64
43;0;6;98.17;1395;132;1357;1.05;1.45;45;1418;1.53;353;37.1;3.117;3;411.1;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;70;100;13.19;67;20.25;69.39;19.7809012;73.91;19.35;13.15;17.64
44;-1;6;98.17;1395;132;1357;1.06;1.24;45;1432;1.48;353;37.1;3.118;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.3;0;69;100;12.7;67;20.25;69.41;19.7809012;73.88;19.33;13.2;17.64
45;-1;6;100.12;1395;127;1371;1.05;1.29;45;1421;1.5;353;37.1;3.118;3;411.4;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.008;2.5;410.3;0;70;100;13.19;67;20.25;69.41;19.7809012;73.88;19.35;13.15;17.64
46;-1;7;100.61;1395;127;1374;1.06;1.26;45;1421;1.5;353;37.1;3.118;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.1;0;69;100;13.19;67;20.25;69.41;19.7809012;73.79;19.37;13.15;17.64
47;-1;7;100.61;1395;127;1374;1.06;1.27;45;1421;1.5;353;37.1;3.118;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.1;0;69;100;13.19;67;20.25;69.41;19.7809012;73.79;19.37;13.15;17.64
48;-1;6;101.1;1395;133;1378;1.05;1.27;45;1421;1.48;353;37.2;3.118;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.1;0;69;100;13.19;67;20.25;69.41;19.7809012;73.79;19.37;13.15;17.69
49;-1;7;99.15;1395;124;1364;1.06;1.32;45;1421;1.35;353;37.3;3.115;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.68;67;20.25;69.41;19.7809012;73.71;19.37;13.15;17.64
50;-1;6;99.15;1395;122;1364;1.06;1.35;45;1421;1.34;353;37.3;3.115;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.25;69.41;19.7809012;73.71;19.37;13.2;17.69
51;-1;7;98.17;1395;130;1357;1.06;1.25;45;1418;1.4;352;37.3;3.119;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.25;69.41;19.7809012;73.61;19.42;13.15;17.64
52;-1;6;97.19;1395;126;1351;1.05;1.31;45;1419;1.4;352;37.3;3.119;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.25;69.41;19.7809012;73.61;19.42;13.2;17.64
53;-1;7;100.12;1395;138;1371;1.06;1.45;45;1419;1.47;353;37.3;3.119;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.2;0;69;100;13.19;67;20.25;69.51;19.7809012;73.52;19.44;13.15;17.64
54;-1;6;100.12;1395;131;1371;1.06;1.42;45;1419;1.46;353;37.3;3.119;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.2;0;69;100;13.19;67;20.25;69.51;19.7809012;73.52;19.44;13.2;17.64
55;-1;6;99.15;1395;129;1364;1.05;1.23;45;1419;1.46;353;37.3;3.118;3;411.8;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.25;69.51;19.7809012;73.42;19.5;13.2;17.69
56;-1;6;98.17;1395;118;1357;1.06;1.21;45;1419;1.51;353;37.3;3.118;3;411.8;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.4;0;70;100;13.19;67;20.25;69.51;19.7809012;73.42;19.5;13.2;17.64
57;-1;6;99.15;1395;124;1364;1.06;1.33;45;1421;1.59;353;37.3;3.117;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.6;0;69;100;13.19;67;20.28;69.51;19.798395;73.35;19.47;13.2;17.64
58;-1;6;99.15;1395;128;1364;1.06;1.33;45;1421;1.58;353;37.3;3.117;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.5;0;69;100;13.19;67;20.31;69.51;19.7809012;73.37;19.47;13.15;17.64
59;-1;6;97.19;1395;133;1351;1.05;1.39;45;1418;1.62;353;37.3;3.118;3;412;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.68;67;20.31;69.51;19.7809012;73.3;19.47;13.2;17.64
60;-1;7;97.19;1395;131;1351;1.04;1.38;45;1418;1.64;353;37.2;3.118;3;412;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.68;67;20.31;69.51;19.7809012;73.3;19.47;13.2;17.69
61;-1;6;97.68;1395;131;1354;1.05;1.38;45;1420;1.54;353;37.3;3.118;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.31;69.51;19.7809012;73.2;19.51;13.2;17.64
62;-1;6;96.7;1395;126;1347;1.04;1.38;45;1420;1.54;353;37.2;3.118;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.31;69.51;19.7809012;73.2;19.51;13.2;17.64
63;-1;6;97.68;1395;122;1354;1.04;1.42;45;1418;1.67;353;37.3;3.117;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.31;69.61;19.7809012;73.03;19.57;13.2;17.64
64;-1;6;98.17;1395;124;1357;1.05;1.39;45;1418;1.7;353;37.2;3.117;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.31;69.61;19.7809012;73.03;19.57;13.2;17.64
65;-1;6;97.68;1395;128;1354;1.06;1.24;45;1421;1.67;353;37.3;3.118;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.3;69.61;19.7809012;72.86;19.57;13.2;17.64
66;-1;6;98.17;1395;127;1357;1.05;1.26;45;1421;1.66;353;37.3;3.118;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.31;69.61;19.7809012;72.86;19.57;13.2;17.69
67;-1;6;95.73;1395;129;1340;1.05;1.48;45;1418;1.64;353;37.3;3.115;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.7;0;69;100;13.19;67;20.31;69.61;19.7809012;72.66;19.59;13.2;17.64
68;-1;6;95.73;1395;124;1340;1.06;1.46;45;1418;1.67;353;37.2;3.115;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.8;0;69;100;13.19;67;20.31;69.61;19.7809012;72.66;19.59;13.15;17.64
69;-1;6;97.68;1395;124;1354;1.07;1.27;45;1432;1.72;353;37.3;3.112;3;411.8;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.008;2.5;410.7;0;70;100;13.19;67;20.3;69.61;19.7809012;72.54;19.65;13.2;17.69
70;-1;6;98.17;1395;131;1357;1.06;1.25;45;1433;1.74;353;37.2;3.112;3;411.8;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.7;0;69;100;13.19;67;20.31;69.61;19.7809012;72.54;19.64;13.15;17.64
71;-1;6;98.66;1395;133;1361;1.05;1.47;45;1433;1.62;352;37.2;3.113;3;411.4;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.7;0;70;100;13.19;67;20.31;69.61;19.7809012;72.39;19.64;13.2;17.69
72;-1;6;99.15;1395;120;1364;1.05;1.5;45;1433;1.65;352;37.3;3.113;3;411.4;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.7;0;70;100;13.19;67;20.31;69.61;19.7809012;72.39;19.64;13.2;17.64
73;-1;6;98.66;1395;127;1361;1.05;1.36;45;1432;1.71;353;37.2;3.116;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.19;67;20.31;69.61;19.7809012;72.32;19.69;13.15;17.69
74;-1;6;99.15;1395;131;1364;1.05;1.37;45;1432;1.7;353;37.2;3.116;3;411.6;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.5;0;69;100;13.19;67;20.3;69.61;19.7809012;72.32;19.68;13.2;17.64
75;0;6;98.17;1395;132;1357;1.04;1.17;45;1432;1.38;353;37.3;3.115;3;411.6;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.7;0;69;100;13.19;67;20.3;69.61;19.7809012;72.2;19.68;13.15;17.69
76;0;6;99.15;1395;120;1364;1.05;1.45;45;1418;1.7;353;37.3;3.117;3;411.6;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.8;0;69;100;13.19;67;20.31;69.61;19.7809012;72.17;19.72;13.15;17.69
77;-2;6;97.68;1395;128;1354;1.06;1.43;45;1432;1.6;353;37.2;3.115;3;411.3;-2;-0.05;2;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.8;0;69;100;13.19;67;20.31;69.61;19.7809012;72.1;19.73;13.2;17.64
78;0;6;97.68;1395;125;1354;1.06;1.42;45;1432;1.57;353;37.2;3.115;3;411.2;0;-0.05;0;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.8;0;70;100;13.19;67;20.31;69.61;19.7809012;72.1;19.73;13.15;17.69
79;0;6;100.61;1395;124;1374;1.06;1.21;45;1432;1.58;353;37.2;3.114;3;411.2;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.6;0;69;100;13.68;67;20.31;69.61;19.7809012;71.98;19.73;13.2;17.64
80;-1;6;100.61;1395;119;1374;1.05;1.2;45;1421;1.58;353;37.3;3.114;3;411.2;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.6;0;70;100;13.68;67;20.31;69.59;19.7809012;71.98;19.73;13.2;17.64
81;-1;6;98.66;1395;124;1361;1.06;1.33;45;1430;1.41;353;37.2;3.114;3;411.6;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.3;0;70;100;13.19;67;20.31;69.61;19.7809012;71.86;19.8;13.2;17.64
82;-1;6;100.12;1395;132;1371;1.06;1.56;45;1418;1.43;353;37.2;3.114;3;411.7;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.4;0;70;100;13.19;67;20.31;69.61;19.7809012;71.86;19.79;13.2;17.64
83;-1;7;95.24;1395;121;1337;1.06;1.29;45;1432;1.56;353;37.2;3.112;3;411.7;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;69;100;13.19;67;20.31;69.61;19.7809012;71.71;19.81;13.15;17.64
84;-1;6;95.73;1395;121;1340;1.05;1.27;45;1433;1.55;353;37.3;3.112;3;411.7;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;69;100;13.19;67;20.31;69.61;19.7809012;71.71;19.81;13.2;17.64
85;-1;7;99.15;1395;135;1364;1.06;1.43;45;1433;1.38;353;37.4;3.115;3;411.7;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.3;0;70;100;13.19;67;20.31;69.61;19.7809012;71.54;19.83;13.15;17.69
86;0;6;99.63;1395;134;1367;1.06;1.43;45;1433;1.36;353;37.4;3.115;3;411.7;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.3;0;69;100;13.19;67;20.31;69.61;19.7809012;71.54;19.83;13.2;17.64
87;-1;7;99.15;1395;126;1364;1.06;1.41;45;1433;1.42;353;37.3;3.109;3;411.5;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.3;0;69;100;13.19;67;20.31;69.61;19.7809012;71.42;19.86;13.2;17.64
88;-1;6;100.12;1395;127;1371;1.06;1.42;45;1433;1.44;353;37.4;3.109;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.3;0;69;100;13.19;67;20.31;69.61;19.7809012;71.42;19.86;13.15;17.64
89;-1;6;100.12;1395;131;1371;1.05;1.39;45;1418;1.48;353;37.4;3.11;3;411.5;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.008;2.5;410;0;70;100;13.19;67;20.31;69.61;19.7809012;71.25;19.9;13.25;17.64
90;0;7;99.15;1395;132;1364;1.06;1.39;45;1418;1.5;353;37.3;3.11;3;411.5;0;-0.05;0;1;1;1;0;29;0;2;0;-1;0.008;2.5;410.1;0;70;100;13.19;67;20.31;69.61;19.7809012;71.25;19.9;13.25;17.64
91;-1;6;98.66;1395;134;1361;1.06;1.59;45;1418;1.37;353;37.3;3.114;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.1;0;70;100;13.19;67;20.31;69.61;19.7809012;71.1;19.9;13.25;17.64
92;-1;6;98.17;1395;125;1357;1.06;1.58;45;1418;1.37;353;37.3;3.114;3;411.4;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.008;2.5;410.1;0;70;100;13.19;67;20.3;69.61;19.7809012;71.1;19.9;13.25;17.69
93;0;6;96.7;1395;121;1347;1.05;1.25;45;1433;1.57;352;37.4;3.11;3;411.4;0;-0.05;0;1;1;1;0;29;0;2;0;-1;0.008;2.5;410.4;0;70;100;13.19;67;20.31;69.59;19.7809012;70.98;20;13.25;17.64
94;-1;6;96.7;1395;129;1347;1.06;1.26;45;1433;1.57;353;37.5;3.11;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;410.4;0;69;100;13.19;67;20.31;69.61;19.7809012;70.98;20;13.25;17.69
95;0;6;99.15;1395;129;1364;1.06;1.48;45;1419;1.62;353;37.5;3.109;3;411.4;0;-0.05;0;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.4;0;70;100;13.19;67;20.31;69.61;19.798395;70.83;19.97;13.25;17.64
96;-1;6;98.17;1395;132;1357;1.05;1.53;45;1418;1.61;353;37.5;3.109;3;411.4;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.007;2.5;410.4;0;69;100;13.19;67;20.31;69.61;19.798395;70.83;19.97;13.25;17.64
97;-1;6;98.17;1395;121;1357;1.06;1.53;45;1419;1.66;353;37.5;3.11;3;410.7;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;409.9;0;69;100;13.19;67;20.31;69.61;19.885864;70.68;20.05;13.25;17.64
98;-1;6;98.17;1395;134;1357;1.06;1.53;45;1419;1.65;353;37.5;3.11;3;410.7;-1;-0.05;1;1;1;1;0;30;0;2;0;-1;0.008;2.5;409.9;0;69;100;13.19;67;20.31;69.61;19.885864;70.68;20.06;13.25;17.64
99;-1;7;96.21;1395;129;1344;1.06;1.32;45;1420;1.72;352;37.5;3.11;3;411;-1;-0.05;1;1;1;1;0;29;0;2;0;-1;0.007;2.5;410.1;0;70;100;13.19;67;20.31;69.61;19.885864;70.51;20.06;13.25;17.64
100;0;6;95.73;1395;133;1340;1.05;1.32;45;1420;1.71;353;37.5;3.11;3;411.1;0;-0.05;0;1;1;1;0;30;0;2;0;-1;0.007;2.5;410;0;69;100;13.19;67;20.31;69.59;19.885864;70.51;20.06;13.25;17.64
