Time;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
429;0;7;96.7;1395;123;1347;1.05;1.72;45;1432;1.59;352;42.4;3.101;3;410.3;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.5;64.97;22.072589;44.14;26.88;13.79;17.94
430;-2;6;96.21;1395;115;1344;1.06;1.59;45;1419;1.61;351;42.3;3.101;3;410.3;-2;-0.05;2;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.5;64.97;22.072589;44.12;26.89;13.74;17.94
431;-1;6;95.24;1395;120;1337;1.06;1.67;45;1433;1.64;351;42.3;3.099;3;410.5;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.5;64.75;22.072589;44.1;26.92;13.74;17.94
432;-3;6;95.24;1395;118;1337;1.05;1.62;45;1422;1.56;351;42.3;3.099;3;410.4;-3;-0.05;3;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.5;64.75;22.072589;44.1;26.94;13.74;17.94
433;0;6;95.73;1395;118;1340;1.06;1.75;45;1429;1.55;351;42.5;3.099;3;410.4;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;66;21.5;64.75;22.072589;44;26.99;13.79;17.94
434;0;6;95.73;1395;123;1340;1.05;1.82;45;1422;1.62;351;42.5;3.099;3;410.4;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.4;0;70;100;12.7;66;21.49;64.75;22.1425642;44;26.99;13.74;17.94
435;0;6;94.75;1395;113;1334;1.06;1.53;45;1430;1.49;351;42.5;3.098;3;410.7;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;66;21.49;64.75;22.1425642;43.92;27.03;13.74;17.94
436;0;6;96.7;1395;123;1347;1.05;1.6;45;1430;1.51;351;42.5;3.098;3;410.8;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;66;21.49;64.75;22.160058;43.92;27.02;13.79;17.94
437;0;6;96.21;1395;124;1344;1.05;1.77;45;1433;1.34;351;42.5;3.098;3;410.8;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.49;64.65;22.1425642;43.88;27.04;13.74;17.94
438;0;6;95.73;1395;120;1340;1.06;1.7;45;1432;1.36;351;42.5;3.098;3;410.6;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.6;0;70;100;13.19;66;21.63;64.65;22.160058;43.88;27.04;13.74;17.94
439;-3;6;94.26;1395;119;1330;1.06;1.63;45;1433;1.7;351;42.5;3.098;3;410.5;-3;-0.05;4;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.2;0;70;100;13.19;66;21.63;64.65;22.1425642;43.85;27.09;13.74;17.94
440;-1;6;94.26;1395;122;1330;1.06;1.67;45;1433;1.69;351;42.5;3.098;3;410.5;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.3;0;70;100;12.7;66;21.63;64.65;22.160058;43.85;27.09;13.74;17.94
441;-3;6;97.68;1395;120;1354;1.04;1.46;45;1433;1.54;351;42.5;3.098;3;410.3;-3;-0.05;4;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.3;0;70;100;13.19;66;21.63;64.65;22.160058;43.73;27.18;13.74;17.94
442;0;6;96.7;1395;117;1347;1.06;1.57;45;1433;1.49;351;42.7;3.098;3;410.3;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.3;0;70;100;13.19;66;21.63;64.68;22.160058;43.73;27.18;13.74;17.94
443;-3;7;95.73;1395;128;1340;1.05;1.66;45;1433;1.54;351;42.7;3.099;3;410;-3;-0.05;3;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.160058;43.7;27.14;13.74;17.94
444;-1;7;95.73;1395;126;1340;1.05;1.87;45;1433;1.59;351;42.7;3.099;3;410;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.1425642;43.7;27.13;13.74;17.94
445;0;7;96.21;1395;120;1344;1.06;1.81;45;1419;1.62;351;42.7;3.104;3;410.6;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.1425642;43.63;27.21;13.74;17.94
446;-1;7;94.75;1395;116;1334;1.05;1.66;45;1420;1.67;351;42.6;3.104;3;410.6;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.1425642;43.63;27.21;13.79;17.94
447;-1;6;96.21;1395;124;1344;1.05;1.59;45;1420;1.54;351;42.7;3.1;3;410.4;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.1425642;43.58;27.24;13.74;17.94
448;-1;7;97.19;1395;127;1351;1.05;1.51;45;1420;1.4;351;42.8;3.1;3;410.3;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.56;22.1425642;43.58;27.22;13.74;17.94
449;-3;6;95.73;1395;115;1340;1.06;1.62;45;1420;1.55;351;42.8;3.101;3;410.4;-3;-0.05;3;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.48;22.1425642;43.51;27.25;13.88;17.94
450;-3;6;96.21;1395;126;1344;1.06;1.72;45;1420;1.61;351;42.8;3.101;3;410.4;-3;-0.05;3;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;66;21.63;64.48;22.1425642;43.51;27.27;13.88;17.94
451;0;6;97.19;1395;124;1351;1.06;1.92;45;1419;1.53;351;42.8;3.101;3;410.4;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;66;21.63;64.48;22.3000084;43.46;27.27;13.88;17.94
452;-2;7;96.21;1395;117;1344;1.04;1.83;45;1419;1.54;351;42.9;3.101;3;410.6;-2;-0.05;2;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;66;21.63;64.48;22.2825146;43.46;27.27;13.88;17.94
453;-3;7;95.73;1395;124;1340;1.06;1.65;45;1419;1.66;351;42.9;3.104;3;410.2;-3;-0.05;3;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.1;0;70;100;13.19;66;21.63;64.46;22.3000084;43.39;27.32;13.79;17.94
454;-3;6;95.73;1395;132;1340;1.05;1.54;45;1419;1.53;351;42.8;3.104;3;410.2;-3;-0.05;3;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.1;0;70;99;13.19;66;21.63;64.48;22.2825146;43.39;27.32;13.83;17.94
455;0;6;95.24;1395;124;1337;1.06;1.64;45;1419;1.62;351;42.9;3.104;3;410.6;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.3;0;70;100;13.19;66;21.63;64.36;22.3000084;43.31;27.36;13.88;17.94
456;-2;7;96.7;1395;110;1347;1.07;1.58;45;1419;1.62;351;43;3.104;3;410.6;-2;-0.05;2;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.3;0;70;100;13.19;66;21.63;64.36;22.3000084;43.31;27.36;13.79;17.94
457;-1;7;95.73;1395;121;1340;1.06;1.79;45;1422;1.45;351;43;3.099;3;410.4;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.5;0;70;100;13.19;66;21.63;64.36;22.3000084;43.29;27.39;13.88;17.94
458;0;6;97.68;1395;121;1354;1.05;1.73;45;1430;1.48;351;43;3.099;3;410.4;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;66;21.63;64.36;22.3000084;43.24;27.44;13.83;17.94
459;-1;6;96.7;1395;124;1347;1.05;1.65;45;1421;1.51;351;43;3.099;3;410.6;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.4;0;70;100;13.19;66;21.63;64.36;22.3000084;43.19;27.44;13.88;17.94
460;-1;6;95.73;1395;113;1340;1.06;1.56;45;1421;1.56;351;42.9;3.099;3;410.6;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.4;0;70;100;13.19;66;21.63;64.36;22.2825146;43.19;27.44;13.79;17.94
461;-1;6;95.24;1395;115;1337;1.05;1.68;45;1431;1.55;351;43;3.1;3;410.2;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;408.9;0;70;100;13.19;66;21.72;64.29;22.2825146;43.12;27.46;13.83;17.94
462;-3;6;94.75;1395;116;1334;1.06;1.42;45;1430;1.5;351;43.1;3.1;3;410.2;-3;-0.05;3;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.3;0;70;100;12.7;66;21.71;64.29;22.2825146;43.14;27.49;13.79;17.94
463;-3;6;95.73;1395;121;1340;1.06;1.76;45;1421;1.43;352;43.1;3.101;3;410.4;-3;-0.05;4;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.5;0;70;100;12.7;65;21.71;64.29;22.3524898;43.12;27.49;13.88;17.94
464;-3;6;95.73;1395;123;1340;1.05;1.63;45;1422;1.52;351;43.1;3.098;3;410.5;-3;-0.05;4;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;65;21.72;64.29;22.3524898;43.07;27.53;13.88;17.94
465;-1;6;96.21;1395;119;1344;1.05;1.65;45;1442;1.56;351;43.2;3.098;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.5;0;70;99;13.19;65;21.71;64.29;22.3524898;43.05;27.53;13.88;17.94
466;-1;5;96.7;1395;132;1347;1.06;1.77;45;1433;1.62;351;43.2;3.103;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.1;0;70;99;13.19;65;21.72;64.17;22.3524898;43.02;27.53;13.88;17.94
467;-2;5;97.19;1395;118;1351;1.06;1.83;45;1433;1.46;351;43.2;3.101;3;410.3;-2;-0.05;2;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;65;21.72;64.17;22.3524898;42.97;27.53;13.88;17.94
468;-2;7;95.24;1395;120;1337;1.05;1.58;45;1433;1.53;351;43.2;3.098;3;410.6;-2;-0.05;2;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;99;13.19;65;21.71;64.17;22.3524898;42.97;27.53;13.88;17.94
469;0;6;96.21;1395;118;1344;1.06;1.69;45;1433;1.51;351;43.2;3.098;3;410.6;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;65;21.72;64.17;22.3524898;42.92;27.58;13.88;17.94
470;-1;6;96.21;1395;118;1344;1.06;1.8;45;1433;1.33;351;43.2;3.101;3;410.3;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;99;12.7;65;21.72;64.17;22.3524898;42.87;27.63;13.88;17.94
471;0;6;95.73;1395;121;1340;1.05;1.52;45;1419;1.49;351;43.2;3.101;3;410.6;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.5;0;70;100;13.19;65;21.72;64.17;22.3524898;42.87;27.64;13.79;17.94
472;0;6;97.19;1395;128;1351;1.05;1.71;45;1433;1.6;351;43.3;3.101;3;410.6;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.5;0;70;100;13.19;65;21.71;63.97;22.3524898;42.85;27.64;13.83;17.94
473;-1;6;96.21;1395;116;1344;1.05;1.94;45;1419;1.48;351;43.3;3.099;3;410.9;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.5;0;70;100;13.19;65;21.71;63.97;22.3524898;42.83;27.64;13.83;17.94
474;-1;7;96.21;1395;120;1344;1.05;1.69;45;1432;1.53;351;43.3;3.099;3;410.5;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.7;0;70;100;13.19;65;21.71;63.97;22.4749464;42.78;27.64;13.79;17.94
475;-1;6;95.73;1395;123;1340;1.07;1.75;45;1419;1.67;351;43.3;3.099;3;410.4;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.7;0;70;100;12.7;65;21.71;63.99;22.4749464;42.75;27.66;13.79;17.94
476;0;6;95.73;1395;122;1340;1.05;1.91;45;1433;1.59;351;43.2;3.102;3;410.4;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.2;0;70;100;13.19;65;21.71;63.97;22.4749464;42.73;27.71;13.83;17.94
477;-1;7;96.7;1395;119;1347;1.06;1.44;45;1419;1.54;351;43.3;3.101;3;410.4;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.5;0;70;99;13.19;65;21.71;63.9;22.4749464;42.68;27.76;13.88;17.99
478;0;6;95.73;1395;121;1340;1.06;1.69;45;1433;1.65;351;43.4;3.104;3;410.8;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.4;0;70;100;13.19;65;21.85;63.9;22.4749464;42.65;27.72;13.88;17.99
479;0;7;94.75;1395;132;1334;1.06;1.75;45;1432;1.51;351;43.4;3.104;3;410.5;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;100;13.19;65;21.85;63.9;22.4749464;42.63;27.75;13.83;17.99
480;-2;6;95.24;1395;119;1337;1.04;1.61;45;1432;1.39;351;43.5;3.099;3;410.5;-2;-0.05;2;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;65;21.85;63.9;22.4749464;42.61;27.79;13.88;18.03
481;-2;6;95.24;1395;116;1337;1.06;1.81;45;1432;1.47;351;43.5;3.1;3;410.9;-2;-0.05;2;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.5;0;70;101;13.19;65;21.85;63.9;22.4749464;42.56;27.77;13.93;17.99
482;-1;7;94.26;1395;132;1330;1.05;1.92;45;1432;1.59;351;43.5;3.102;3;410.6;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;101;13.19;65;21.85;63.9;22.4749464;42.53;27.79;13.93;17.99
483;0;7;96.7;1395;117;1347;1.05;1.57;45;1421;1.51;351;43.5;3.102;3;410.6;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;99;13.19;65;21.85;63.77;22.4749464;42.53;27.79;13.93;17.99
484;-1;6;95.24;1395;118;1337;1.05;1.67;45;1431;1.48;351;43.4;3.102;3;410.4;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.5;0;70;101;13.19;65;21.85;63.77;22.4749464;42.53;27.83;13.93;18.03
485;0;5;97.19;1395;123;1351;1.05;1.59;45;1419;1.53;351;43.4;3.097;3;410.4;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.5;0;70;99;13.19;65;21.85;63.77;22.4749464;42.48;27.85;13.93;17.99
486;0;6;95.24;1395;121;1337;1.06;1.42;45;1433;1.52;351;43.4;3.097;3;410.4;0;-0.05;0;1;1;1;0;33;0;4;0;-1;0.007;2.5;409.7;0;70;101;13.19;65;21.85;63.77;22.4749464;42.46;27.87;13.93;17.99
487;0;7;96.7;1395;123;1347;1.05;1.86;45;1433;1.46;351;43.5;3.097;3;410.7;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.7;0;70;101;13.19;65;21.85;63.77;22.4749464;42.41;27.85;13.93;17.99
488;0;7;96.7;1395;113;1347;1.06;1.8;45;1433;1.55;352;43.5;3.099;3;410.5;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;101;13.19;65;21.85;63.77;22.4749464;42.39;27.92;13.93;18.03
489;0;5;95.24;1395;125;1337;1.06;1.68;45;1419;1.52;351;43.6;3.099;3;410.5;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.3;0;70;101;13.19;65;21.85;63.68;22.4749464;42.36;27.91;13.93;17.99
490;0;7;95.24;1395;126;1337;1.05;1.81;45;1433;1.49;351;43.6;3.099;3;410.3;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.3;0;70;101;13.19;65;21.85;63.68;22.4749464;42.31;27.93;13.93;17.99
491;-2;7;94.75;1395;117;1334;1.06;1.67;45;1419;1.66;351;43.7;3.098;3;410.5;-2;-0.05;2;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.3;0;70;100;13.19;65;21.85;63.68;22.4749464;42.31;27.92;13.93;17.99
492;0;7;95.73;1395;115;1340;1.06;1.56;45;1433;1.53;351;43.7;3.098;3;410.2;0;-0.05;0;1;1;1;0;31;0;4;0;-1;0.008;2.5;409;0;70;100;13.19;65;21.85;63.68;22.5624154;42.29;27.92;13.83;17.99
493;0;5;95.73;1395;133;1340;1.05;1.84;45;1421;1.49;351;43.6;3.098;3;410;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.1;0;70;100;13.19;65;21.85;63.68;22.5624154;42.24;27.94;13.93;17.99
494;-1;7;93.28;1395;131;1323;1.06;1.64;45;1430;1.48;351;43.7;3.096;3;410;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.1;0;70;99;13.19;65;21.85;63.68;22.5624154;42.19;27.98;13.93;17.99
495;-1;6;93.28;1395;113;1323;1.05;1.7;45;1421;1.53;351;43.8;3.1;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;408.8;0;70;99;13.19;65;21.85;63.58;22.5624154;42.19;28.02;13.93;17.99
496;-1;7;94.26;1395;119;1330;1.05;1.88;45;1431;1.42;351;43.8;3.098;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.2;0;70;99;13.19;65;21.85;63.58;22.5624154;42.17;28.01;13.93;17.99
497;-1;7;93.77;1395;122;1327;1.05;1.87;45;1422;1.59;351;43.8;3.098;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.2;0;70;99;13.19;65;21.85;63.58;22.5624154;42.12;28.07;13.93;17.99
498;-1;6;94.26;1395;131;1330;1.05;1.64;45;1430;1.65;351;43.8;3.097;3;410.1;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409;0;70;99;13.19;65;21.85;63.58;22.5624154;42.07;28.05;13.93;17.99
499;-1;7;95.73;1395;121;1340;1.06;1.67;45;1433;1.51;351;43.7;3.094;3;410.4;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;65;21.85;63.58;22.5624154;42.02;28.05;13.93;17.99
500;-2;6;94.26;1395;115;1330;1.05;1.78;45;1433;1.42;351;43.8;3.094;3;410.4;-2;-0.05;2;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;99;13.19;65;21.85;63.58;22.5624154;42;28.12;13.93;17.99
501;-1;7;95.24;1395;120;1337;1.06;1.57;45;1419;1.41;351;43.9;3.099;3;410.2;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;65;21.91;63.41;22.5624154;41.95;28.08;13.93;17.99
502;0;7;95.24;1395;123;1337;1.06;1.82;45;1419;1.55;351;43.9;3.1;3;410.3;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;100;13.19;65;21.91;63.41;22.5624154;41.95;28.08;13.88;17.99
503;0;7;94.75;1395;126;1334;1.05;1.85;45;1422;1.4;351;43.8;3.1;3;410.3;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;101;13.19;65;21.91;63.41;22.5624154;41.9;28.08;13.88;17.99
504;-1;6;94.26;1395;121;1330;1.05;1.69;45;1430;1.45;351;43.9;3.102;3;410.2;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.6;0;70;101;13.19;65;21.91;63.41;22.6148968;41.87;28.15;13.93;17.99
505;0;6;95.24;1395;124;1337;1.06;1.73;45;1420;1.53;351;44;3.101;3;410.2;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.4;0;70;101;13.19;65;21.91;63.41;22.6148968;41.82;28.19;13.93;17.99
506;0;6;94.26;1395;122;1330;1.06;1.9;45;1431;1.49;352;44;3.099;3;410.6;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;101;13.19;65;21.91;63.41;22.6148968;41.78;28.18;13.93;17.99
507;-3;6;95.73;1395;122;1340;1.06;1.51;45;1420;1.52;352;44;3.099;3;410.4;-3;-0.05;3;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;100;13.19;65;21.91;63.41;22.6148968;41.78;28.19;13.93;17.99
508;-1;5;96.7;1395;114;1347;1.06;1.59;45;1432;1.72;351;44;3.101;3;410.5;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.2;0;70;99;13.19;65;21.91;63.41;22.6148968;41.73;28.19;13.93;17.99
509;-1;5;95.24;1395;114;1337;1.06;1.68;45;1422;1.51;351;44;3.101;3;410.6;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.4;0;70;99;13.19;65;21.91;63.41;22.6148968;41.68;28.24;13.93;17.99
510;-1;7;94.26;1395;121;1330;1.05;1.59;45;1430;1.4;351;44;3.1;3;410.6;-1;-0.05;1;1;1;1;0;31;0;4;0;-1;0.008;2.5;409.4;0;70;100;13.19;65;21.91;63.41;22.6148968;41.65;28.26;13.93;17.99
511;-3;8;94.26;1395;119;1330;1.05;1.85;45;1433;1.4;351;44.1;3.1;3;410.6;-3;-0.05;3;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.4;0;70;99;13.19;65;21.91;63.41;22.6148968;41.6;28.26;13.93;17.99
512;-1;6;94.26;1395;121;1330;1.05;1.91;45;1433;1.56;351;44;3.099;3;410.6;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;99;13.19;65;21.91;63.29;22.6148968;41.56;28.26;13.93;17.99
513;-3;7;93.28;1395;119;1323;1.05;1.59;45;1422;1.65;352;44;3.099;3;410.3;-3;-0.05;3;1;1;1;0;32;0;4;0;-1;0.007;2.5;409;0;70;100;13.19;65;21.91;63.29;22.6148968;41.53;28.26;13.93;17.99
514;-3;6;94.75;1395;119;1334;1.07;1.71;45;1430;1.4;351;44.1;3.099;3;410.2;-3;-0.05;3;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.4;0;70;101;13.19;65;21.91;63.29;22.6148968;41.51;28.26;13.93;17.99
515;-3;7;93.28;1395;124;1323;1.05;1.65;45;1419;1.49;351;44.2;3.1;3;410.3;-3;-0.05;3;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.4;0;70;101;13.19;65;21.91;63.29;22.6148968;41.46;28.3;13.98;17.99
516;-1;7;94.26;1395;120;1330;1.06;1.46;45;1433;1.47;351;44.2;3.1;3;410.4;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.1;0;70;101;13.19;65;21.91;63.29;22.6148968;41.43;28.27;13.98;17.99
517;0;5;93.28;1395;124;1323;1.06;1.94;45;1419;1.45;351;44.1;3.1;3;410.4;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.1;0;70;101;13.19;65;21.91;63.29;22.6148968;41.39;28.31;13.98;17.99
518;0;6;93.28;1395;122;1323;1.06;1.94;45;1419;1.45;351;44.2;3.1;3;410.4;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.1;0;70;101;13.19;65;21.91;63.29;22.6148968;41.39;28.32;13.98;17.99
519;0;7;94.26;1395;114;1330;1.04;1.78;45;1421;1.58;351;44.2;3.1;3;410.4;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.3;0;70;99;13.19;65;21.99;63.09;22.6148968;41.29;28.32;14.03;17.99
520;-1;6;95.73;1395;114;1340;1.06;1.89;45;1431;1.4;351;44.2;3.098;3;410.8;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.008;2.5;409.8;0;70;99;13.19;65;21.99;63.09;22.6148968;41.21;28.36;13.98;17.99
521;0;6;93.28;1395;126;1323;1.05;1.61;45;1419;1.54;351;44.3;3.098;3;410.8;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.8;0;70;99;13.19;65;21.99;63.09;22.7548472;41.19;28.35;14.03;17.99
522;-1;5;96.21;1395;125;1344;1.05;1.53;45;1420;1.51;351;44.3;3.1;3;410.6;-1;-0.05;1;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.5;0;70;99;13.19;65;21.99;63.09;22.7548472;41.19;28.38;13.98;17.99
523;0;5;94.26;1395;119;1330;1.06;1.9;45;1420;1.46;351;44.3;3.103;3;410.6;0;-0.05;0;1;1;1;0;32;0;4;0;-1;0.007;2.5;409.6;0;70;101;13.19;65;21.99;63.09;22.7548472;41.12;28.4;14.03;17.99
524;-1;5;95.73;1395;127;1340;1.05;1.71;45;1432;1.53;351;44.4;3.098;3;410.8;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.6;0;70;99;13.19;65;21.99;63.02;22.7548472;41.09;28.37;13.98;17.99
525;-1;7;92.8;1395;122;1320;1.06;1.72;45;1419;1.51;351;44.4;3.098;3;410.8;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.6;0;70;99;13.19;65;21.99;63.02;22.7548472;41.04;28.41;14.03;17.99
526;-1;6;94.26;1395;114;1330;1.06;1.93;45;1433;1.44;351;44.4;3.103;3;410.3;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.007;2.5;409.3;0;70;99;12.7;65;21.99;63.02;22.7548472;41.02;28.42;14.03;17.99
527;0;6;94.26;1395;113;1330;1.05;1.78;45;1419;1.56;351;44.4;3.103;3;410.6;0;-0.05;0;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.5;0;70;99;13.19;65;21.99;63.02;22.7548472;40.97;28.46;14.03;17.99
528;-1;7;95.24;1395;128;1337;1.06;1.68;45;1433;1.61;351;44.4;3.098;3;410.6;-1;-0.05;1;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.8;0;70;99;13.19;65;21.99;63.02;22.7548472;40.92;28.47;13.98;17.99
529;-2;7;94.26;1395;128;1330;1.06;1.76;45;1422;1.54;351;44.4;3.101;3;410.2;-2;-0.05;2;1;1;1;0;30;0;4;0;-1;0.008;2.5;409.8;0;70;99;13.19;65;21.99;63.02;22.7548472;40.92;28.42;14.03;17.99
530;-2;7;94.26;1395;112;1330;1.05;1.68;45;1430;1.52;351;44.5;3.101;3;410.5;-2;-0.05;2;1;1;1;0;33;0;4;0;-1;0.007;2.5;409.4;0;70;101;13.19;65;21.99;62.9;22.7548472;40.85;28.52;14.03;17.99
