Time;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
12;-2;7;102.08;1395;118;1384;1.04;1.19;42;1432;1.37;353;35.4;3.098;2;407.5;-2;-0.05;2;1;1;0;0;30;0;2;0;1;0.006;2.4;406.3;0;67;97;13.68;67;18.7;70.03;17.98;79.72;16.6;10.37;15.59
13;0;7;100.12;1395;126;1371;1.06;1.33;42;1433;1.42;353;35.3;3.098;2;407.5;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.006;2.4;406.3;0;67;97;13.19;67;18.7;70.03;17.98;79.72;16.62;10.37;15.59
14;-2;7;97.68;1395;135;1354;1.06;1.14;42;1410;1.7;353;35.3;3.096;2;408;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.006;2.4;406.7;0;67;97;13.19;67;18.7;70.03;17.98;79.77;16.63;10.37;15.64
15;0;7;101.1;1395;133;1378;1.06;1.2;42;1440;1.39;353;35.4;3.096;2;408;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.006;2.4;406.8;0;67;97;13.19;67;18.7;70.03;17.98;79.82;16.63;10.37;15.59
16;0;7;99.15;1395;127;1364;1.06;1.34;42;1440;1.73;353;35.3;3.097;2;407.7;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.006;2.4;406.8;0;68;97;13.19;67;18.69;70.03;17.98;79.84;16.6;10.37;15.59
17;-1;7;100.61;1395;127;1374;1.06;1.18;42;1432;1.66;353;35.3;3.097;2;407.8;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.006;2.4;406.8;0;68;97;13.19;67;18.7;70.03;17.98;79.86;16.6;10.37;15.59
18;0;6;100.61;1395;129;1374;1.05;1.26;42;1418;1.75;353;35.3;3.092;2;407.8;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.006;2.4;406.6;0;68;97;13.19;67;18.7;70.03;17.98;79.84;16.64;10.37;15.59
19;-1;7;99.15;1395;130;1364;1.06;1.29;42;1432;1.54;353;35.4;3.092;2;407.8;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.006;2.4;406.6;0;69;96;13.19;67;18.7;70.03;17.98;79.86;16.6;10.37;15.59
20;-1;6;100.12;1395;124;1371;1.06;1.29;42;1432;1.63;353;35.3;3.091;2;407.1;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.006;2.4;406.3;0;68;97;13.19;67;18.7;70.03;17.98;79.86;16.63;10.37;15.59
21;-1;7;98.17;1395;121;1357;1.06;1.33;42;1432;1.65;353;35.4;3.091;2;407.1;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.006;2.4;406.4;0;67;98;13.19;67;18.7;70.03;17.98;79.86;16.63;10.37;15.59
22;0;6;102.08;1395;130;1384;1.05;1.14;42;1420;1.67;353;35.3;3.093;2;407.4;0;-0.05;0;1;1;0;0;30;0;2;0;1;0.008;2.4;406.4;0;67;98;13.19;67;18.7;70.1;17.98;79.84;16.63;10.37;15.59
23;-1;7;97.68;1395;120;1354;1.06;1.3;42;1430;1.62;353;35.3;3.09;2;407.4;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.008;2.4;406.4;0;68;96;13.19;67;18.69;70.1;17.98;79.86;16.63;10.37;15.59
24;-2;7;99.15;1395;126;1364;1.07;1.37;42;1418;1.79;353;35.3;3.092;2;407.4;-2;-0.05;2;1;1;0;0;28;0;3;0;1;0.008;2.4;406.2;0;68;95;13.19;67;18.7;70.1;17.98;79.89;16.63;10.42;15.59
25;-2;7;98.17;1395;118;1357;1.07;1.14;42;1432;1.6;352;35.4;3.091;2;407.1;-2;-0.05;2;1;1;0;0;28;0;3;0;1;0.008;2.4;406.1;0;68;95;13.19;67;18.69;70.1;17.98;79.86;16.6;10.37;15.59
26;-2;7;99.15;1395;129;1364;1.07;1.31;42;1418;1.68;353;35.3;3.089;2;407.3;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.007;2.4;406.2;0;67;95;13.19;67;18.7;70.1;17.98;79.89;16.65;10.37;15.64
27;-2;5;99.63;1395;129;1367;1.05;1.33;42;1433;1.73;353;35.3;3.089;2;407.2;-2;-0.05;2;1;1;0;0;28;0;2;0;1;0.007;2.4;406.2;0;68;95;13.19;67;18.7;70.1;17.98;79.89;16.65;10.37;15.59
28;0;7;100.12;1395;129;1371;1.05;1.17;42;1421;1.71;353;35.3;3.093;2;407.2;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;406.2;0;68;95;13.19;67;18.69;70.1;17.98;79.89;16.68;10.37;15.64
29;-2;7;100.61;1395;132;1374;1.06;1.27;42;1430;1.64;353;35.3;3.087;2;407.1;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.007;2.4;406.2;0;68;95;13.19;67;18.69;70.1;17.98;79.91;16.65;10.37;15.59
30;-2;7;101.59;1395;118;1381;1.05;1.22;42;1418;1.81;353;35.4;3.087;2;407.1;-2;-0.05;2;1;1;0;0;28;0;2;0;1;0.007;2.4;406.4;0;68;95;13.19;67;18.7;70.1;18.12;79.89;16.68;10.37;15.59
31;-2;5;99.15;1395;125;1364;1.05;1.22;42;1432;1.62;353;35.3;3.09;2;407.1;-2;-0.05;2;1;1;0;0;27;0;2;0;1;0.007;2.4;406.4;0;69;95;13.19;67;18.69;70.1;18.12;79.86;16.68;10.37;15.64
32;0;7;100.12;1395;126;1371;1.05;1.25;42;1421;1.45;353;35.4;3.087;2;407.1;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;406;0;69;95;12.7;67;18.7;70.12;18.12;79.86;16.65;10.37;15.64
33;0;7;99.63;1395;136;1367;1.05;1.14;42;1430;1.65;352;35.3;3.087;2;407.1;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.008;2.4;405.9;0;69;95;13.19;67;18.7;70.1;18.12;79.84;16.68;10.37;15.64
34;0;6;97.68;1395;130;1354;1.05;1.26;42;1433;1.51;353;35.3;3.089;2;406.9;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.009;2.4;406;0;67;95;13.19;67;18.7;70.12;18.12;79.82;16.7;10.37;15.59
35;-2;6;99.63;1395;132;1367;1.06;1.31;42;1432;1.7;353;35.3;3.082;2;406.9;-2;-0.05;2;1;1;0;0;28;0;2;0;1;0.008;2.4;406.1;0;68;95;13.19;67;18.7;70.1;18.12;79.82;16.68;10.37;15.59
36;0;6;98.66;1395;126;1361;1.06;1.1;42;1418;1.48;353;35.3;3.082;2;406.9;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;406.1;0;68;95;12.7;67;18.7;70.1;18.12;79.79;16.71;10.37;15.59
37;0;6;99.15;1395;126;1364;1.05;1.27;42;1418;1.87;353;35.3;3.085;2;406.9;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;406.1;0;68;95;12.7;67;18.7;70.1;18.12;79.77;16.65;10.37;15.59
38;0;6;99.15;1395;123;1364;1.06;1.35;42;1433;1.31;353;35.3;3.086;2;406.7;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;405.7;0;67;95;12.7;67;18.7;70.12;18.12;79.74;16.71;10.37;15.59
39;-2;6;98.66;1395;126;1361;1.06;1.17;42;1432;1.5;352;35.3;3.083;2;406.8;-2;-0.05;2;1;1;0;0;27;0;2;0;1;0.008;2.4;405.9;0;67;95;12.7;67;18.7;70.22;18.12;79.72;16.68;10.37;15.59
40;0;6;98.17;1395;128;1357;1.05;1.29;42;1432;1.4;353;35.4;3.082;2;406.6;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;405.7;0;68;95;13.19;67;18.7;70.22;18.12;79.67;16.72;10.37;15.59
41;0;6;99.63;1395;130;1367;1.05;1.34;42;1432;1.42;353;35.4;3.082;2;406.6;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;405.7;0;67;95;13.19;67;18.7;70.22;18.12;79.57;16.75;10.37;15.59
42;-1;7;99.63;1395;125;1367;1.06;1.26;42;1432;1.51;353;35.3;3.085;2;406.4;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.007;2.4;405.3;0;67;96;13.19;67;18.69;70.22;18.12;79.57;16.74;10.37;15.64
43;0;6;98.66;1395;127;1361;1.06;1.28;42;1432;1.59;353;35.4;3.083;2;406.6;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;405.7;0;67;95;12.7;67;18.7;70.22;18.12;79.5;16.71;10.37;15.59
44;0;6;97.19;1395;127;1351;1.05;1.16;42;1419;1.44;353;35.3;3.083;2;406.7;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;405.6;0;67;96;12.7;67;18.7;70.22;18.12;79.45;16.71;10.37;15.59
45;0;7;99.15;1395;124;1364;1.05;1.34;42;1432;1.39;353;35.3;3.08;2;406.7;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;405.5;0;68;97;12.7;67;18.7;70.29;18.12;79.4;16.69;10.37;15.59
46;-1;6;101.59;1395;127;1381;1.06;1.26;42;1410;1.32;353;35.3;3.084;2;406.7;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.008;2.4;405.5;0;69;97;12.7;67;18.7;70.29;18.12;79.35;16.76;10.37;15.59
47;0;6;99.15;1395;127;1364;1.05;1.08;42;1440;1.39;353;35.4;3.084;2;406.7;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.008;2.4;405.5;0;69;97;12.7;67;18.7;70.29;18.12;79.28;16.8;10.37;15.59
48;-1;6;99.15;1395;130;1364;1.05;1.39;42;1420;1.38;353;35.3;3.083;2;407.1;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.007;2.4;405.9;0;69;97;12.7;67;18.7;70.29;18.12;79.25;16.76;10.37;15.59
49;-1;6;99.15;1395;117;1364;1.06;1.21;42;1431;1.4;353;35.4;3.082;2;406.9;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.007;2.4;405.7;0;69;97;13.19;67;18.7;70.29;18.12;79.16;16.72;10.37;15.59
50;-3;6;99.63;1395;122;1367;1.06;1.11;42;1418;1.4;353;35.5;3.082;2;407.1;-3;-0.05;3;1;1;0;0;27;0;2;0;1;0.007;2.4;405.9;0;68;97;13.19;67;18.7;70.29;18.12;79.13;16.74;10.37;15.59
51;-1;6;98.66;1395;128;1361;1.06;1.4;42;1432;1.31;353;35.5;3.084;2;407.1;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;69;97;12.7;67;18.7;70.29;18.12;79.08;16.72;10.37;15.59
52;-1;6;100.12;1395;129;1371;1.05;1.18;42;1422;1.35;353;35.5;3.081;2;407.1;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.008;2.4;405.9;0;69;97;12.7;67;18.69;70.29;18.12;79.03;16.76;10.37;15.59
53;-1;6;98.66;1395;125;1361;1.05;1.09;42;1429;1.49;353;35.5;3.082;2;406.6;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.008;2.4;405.6;0;69;97;13.19;67;18.7;70.29;18.12;78.96;16.8;10.37;15.59
54;-1;6;99.15;1395;121;1364;1.05;1.35;42;1418;1.45;353;35.5;3.084;2;406.6;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;405.6;0;69;97;12.7;67;18.7;70.29;18.12;78.86;16.81;10.37;15.59
55;-3;6;99.63;1395;134;1367;1.07;1.23;42;1433;1.52;353;35.5;3.084;2;406.6;-3;-0.05;3;1;1;0;0;29;0;2;0;1;0.007;2.4;405.6;0;68;96;12.7;67;18.7;70.29;18.12;78.77;16.83;10.37;15.59
56;-1;6;98.66;1395;131;1361;1.05;1.18;42;1418;1.65;353;35.5;3.084;2;406.9;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;69;97;12.7;67;18.7;70.29;18.12;78.69;16.83;10.37;15.59
57;-1;6;100.12;1395;131;1371;1.07;1.31;42;1432;1.56;353;35.5;3.082;2;406.8;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.7;70.29;18.12;78.64;16.81;10.37;15.59
58;-1;6;101.59;1395;120;1381;1.05;1.32;42;1419;1.51;353;35.5;3.082;2;406.8;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.7;70.29;18.12;78.57;16.8;10.37;15.59
59;0;6;97.68;1395;131;1354;1.05;1.24;42;1419;1.56;353;35.5;3.084;2;406.8;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.008;2.4;405.8;0;68;96;13.19;67;18.7;70.29;18.12;78.52;16.77;10.37;15.59
60;0;6;99.15;1395;129;1364;1.06;1.22;42;1432;1.73;352;35.5;3.082;2;407.2;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;406;0;67;96;12.7;67;18.7;70.29;18.12;78.38;16.85;10.37;15.59
61;-2;6;97.19;1395;125;1351;1.06;1.34;42;1433;1.5;353;35.4;3.082;2;407.2;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;67;97;12.7;67;18.7;70.29;18.12;78.3;16.87;10.37;15.59
62;0;6;98.66;1395;115;1361;1.06;1.31;42;1419;1.83;353;35.5;3.082;2;406.8;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.008;2.4;405.9;0;67;97;12.7;67;18.7;70.32;18.12;78.23;16.87;10.37;15.59
63;0;6;98.66;1395;128;1361;1.05;1.31;42;1418;1.83;353;35.5;3.082;2;406.8;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.008;2.4;405.9;0;67;97;12.7;67;18.7;70.32;18.12;78.23;16.87;10.37;15.59
64;-1;6;97.68;1395;135;1354;1.06;1.36;42;1418;1.78;353;35.5;3.083;2;407.2;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406.2;0;67;97;13.19;67;18.69;70.44;18.12;78.03;16.87;10.37;15.59
65;0;6;100.12;1395;124;1371;1.06;1.35;42;1432;1.6;353;35.5;3.082;2;407.2;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;406.2;0;67;97;12.7;67;18.69;70.42;18.12;77.94;16.87;10.37;15.59
66;-1;6;98.17;1395;116;1357;1.06;1.1;42;1432;1.77;353;35.5;3.082;2;407;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.007;2.4;406;0;67;97;12.7;67;18.7;70.44;18.12;77.84;16.9;10.37;15.59
67;0;6;100.12;1395;122;1371;1.05;1.28;42;1432;1.52;353;35.5;3.081;2;407;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.008;2.4;405.8;0;67;97;12.7;67;18.7;70.44;18.12;77.72;16.87;10.37;15.59
68;0;6;99.15;1395;123;1364;1.06;1.41;42;1422;1.73;353;35.5;3.081;2;406.9;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;67;96;12.7;67;18.69;70.42;18.12;77.62;16.92;10.37;15.59
69;0;7;98.17;1395;130;1357;1.06;1.15;42;1429;1.72;353;35.5;3.081;2;406.9;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;67;97;12.7;67;18.69;70.42;18.12;77.55;16.96;10.37;15.59
70;-1;6;98.66;1395;134;1361;1.05;1.32;42;1418;1.84;353;35.5;3.081;2;406.9;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.007;2.4;405.9;0;67;96;12.7;67;18.69;70.42;18.12;77.45;16.93;10.37;15.64
71;-1;6;97.68;1395;130;1354;1.05;1.39;42;1433;1.48;353;35.5;3.082;2;406.9;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406;0;67;97;12.7;67;18.69;70.42;18.12;77.33;16.94;10.37;15.59
72;-1;7;97.68;1395;123;1354;1.05;1.23;42;1419;1.84;353;35.5;3.082;2;406.9;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.007;2.4;406;0;67;96;12.7;67;18.69;70.44;18.12;77.23;16.94;10.37;15.59
73;-1;6;98.17;1395;118;1357;1.05;1.33;42;1432;1.64;353;35.5;3.081;2;407.2;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406.1;0;68;97;12.7;67;18.69;70.42;18.12;77.13;16.99;10.37;15.59
74;-1;6;98.17;1395;118;1357;1.05;1.32;42;1432;1.65;353;35.5;3.081;2;407.2;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406.1;0;68;97;12.7;67;18.69;70.42;18.12;77.13;16.98;10.37;15.59
75;0;7;98.17;1395;126;1357;1.05;1.33;42;1432;1.65;353;35.4;3.082;2;407.2;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;406.1;0;69;96;12.7;67;18.7;70.51;18.12;76.89;16.99;10.37;15.59
76;-1;7;98.17;1395;126;1357;1.06;1.33;42;1419;1.81;353;35.4;3.082;2;406.7;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.008;2.4;405.9;0;69;96;13.19;67;18.69;70.51;18.12;76.81;16.98;10.37;15.64
77;-1;7;98.17;1395;126;1357;1.06;1.33;42;1419;1.81;353;35.4;3.082;2;406.8;-1;-0.05;1;1;1;0;0;28;0;2;0;1;0.008;2.4;406;0;69;96;13.19;67;18.69;70.51;18.12;76.81;16.98;10.37;15.64
78;0;7;97.68;1395;124;1354;1.07;1.2;42;1432;1.5;353;35.5;3.082;2;406.8;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.008;2.4;406;0;69;97;12.7;67;18.69;70.51;18.12;76.69;16.98;10.37;15.59
79;-1;6;99.15;1395;130;1364;1.06;1.39;42;1419;1.72;353;35.5;3.082;2;407.2;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.7;70.51;18.12;76.62;17.01;10.37;15.64
80;0;6;96.7;1395;127;1347;1.05;1.32;42;1420;1.48;353;35.5;3.088;2;407.2;0;-0.05;0;1;1;0;0;29;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.7;70.51;18.12;76.47;17.02;10.37;15.59
81;-1;7;98.66;1395;125;1361;1.05;1.21;42;1420;1.55;353;35.5;3.086;2;407.5;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;406.4;0;69;97;12.7;67;18.69;70.51;18.12;76.37;17.04;10.37;15.59
82;-1;6;97.19;1395;131;1351;1.05;1.25;42;1431;1.44;353;35.4;3.086;2;407.8;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;407;0;69;97;12.7;67;18.69;70.51;18.12;76.23;17.09;10.37;15.64
83;-1;7;97.19;1395;124;1351;1.05;1.23;42;1418;1.56;353;35.4;3.085;2;407.5;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.008;2.4;406.5;0;69;97;12.7;67;18.7;70.51;18.12;76.15;17.08;10.37;15.59
84;-3;6;98.17;1395;112;1357;1.06;1.29;42;1433;1.47;353;35.5;3.085;2;407.4;-3;-0.05;3;1;1;0;0;29;0;2;0;1;0.008;2.4;406.4;0;69;97;12.7;67;18.7;70.51;18.12;76.01;17.08;10.37;15.64
85;0;6;97.19;1395;122;1351;1.05;1.36;42;1418;1.47;353;35.4;3.084;3;407.4;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.008;2.4;406.4;0;69;96;12.7;67;18.7;70.51;18.12;75.93;17.12;10.37;15.59
86;0;6;97.19;1395;138;1351;1.06;1.32;42;1432;1.36;353;35.5;3.08;3;407.4;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;406.4;0;69;97;12.7;67;18.69;70.51;18.12;75.79;17.16;10.37;15.59
87;0;6;97.19;1395;132;1351;1.05;1.31;42;1420;1.43;353;35.4;3.08;3;407.4;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;406.4;0;68;97;12.7;67;18.7;70.51;18.12;75.71;17.09;10.37;15.64
88;-2;6;98.66;1395;119;1361;1.06;1.12;42;1431;1.37;353;35.5;3.082;3;407;-2;-0.05;2;1;1;0;0;27;0;2;0;1;0.007;2.4;406.1;0;69;97;12.7;67;18.69;70.51;18.12;75.57;17.14;10.37;15.59
89;0;6;99.15;1395;120;1364;1.06;1.27;42;1419;1.5;353;35.5;3.08;3;407;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.008;2.4;406;0;69;97;12.7;67;18.69;70.51;18.12;75.47;17.21;10.37;15.64
90;-1;6;97.68;1395;132;1354;1.05;1.47;42;1432;1.47;353;35.4;3.08;3;407;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.008;2.4;406;0;69;96;12.7;67;18.7;70.51;18.12;75.32;17.18;10.37;15.59
91;-1;6;98.17;1395;130;1357;1.06;1.29;42;1419;1.53;353;35.4;3.08;3;407;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.008;2.4;406;0;69;96;13.19;67;18.7;70.51;18.12;75.23;17.21;10.37;15.64
92;-2;6;97.19;1395;121;1351;1.05;1.33;42;1432;1.34;353;35.5;3.08;3;407.2;-2;-0.05;2;1;1;0;0;27;0;2;0;1;0.007;2.4;406.2;0;69;97;12.7;67;18.7;70.51;18.12;75.03;17.2;10.37;15.59
93;-1;6;97.19;1395;121;1351;1.05;1.45;42;1420;1.45;353;35.4;3.08;3;407.1;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.007;2.4;405.9;0;69;97;12.7;67;18.69;70.64;18.12;74.93;17.25;10.37;15.59
94;0;6;97.19;1395;132;1351;1.07;1.25;42;1431;1.38;353;35.4;3.079;3;407.1;0;-0.05;0;1;1;0;0;27;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.69;70.64;18.12;74.79;17.23;10.37;15.59
95;-1;6;99.63;1395;129;1367;1.05;1.36;42;1419;1.48;353;35.5;3.079;3;406.9;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.007;2.4;406;0;69;97;12.7;67;18.69;70.64;18.12;74.69;17.23;10.37;15.59
96;-1;6;98.17;1395;118;1357;1.05;1.36;42;1432;1.42;353;35.4;3.082;3;406.8;-1;-0.05;1;1;1;0;0;27;0;2;0;1;0.007;2.4;406;0;69;97;13.19;67;18.69;70.64;18.12;74.54;17.29;10.37;15.59
97;-3;6;98.17;1395;127;1357;1.06;1.22;42;1419;1.59;353;35.4;3.079;3;407.1;-3;-0.05;3;1;1;0;0;28;0;2;0;1;0.007;2.4;405.9;0;68;97;12.7;67;18.7;70.64;18.12;74.44;17.3;10.37;15.59
98;-1;6;98.66;1395;129;1361;1.05;1.24;42;1432;1.57;352;35.4;3.079;3;406.8;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;69;96;12.7;67;18.7;70.64;18.12;74.27;17.3;10.37;15.59
99;-2;7;98.17;1395;137;1357;1.06;1.39;42;1432;1.61;353;35.5;3.077;3;406.8;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.007;2.4;405.9;0;69;97;12.7;67;18.73;70.61;18.12;74.18;17.35;10.37;15.59
100;-2;6;98.17;1395;119;1357;1.06;1.45;42;1432;1.39;353;35.4;3.079;3;406.4;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.008;2.4;405.4;0;69;97;12.7;67;18.83;70.64;18.12;74;17.35;10.37;15.59
101;-2;7;97.19;1395;122;1351;1.05;1.29;42;1432;1.47;353;35.5;3.079;3;406.4;-2;-0.05;2;1;1;0;0;29;0;2;0;1;0.008;2.4;405.4;0;69;96;12.7;67;18.83;70.64;18.12;73.93;17.35;10.37;15.59
102;0;6;96.7;1395;123;1347;1.06;1.21;42;1432;1.5;353;35.4;3.078;3;406.8;0;-0.05;0;1;1;0;0;28;0;2;0;1;0.007;2.4;405.9;0;69;96;13.19;67;18.83;70.64;18.12;73.79;17.35;10.37;15.59
103;-1;6;99.63;1395;126;1367;1.06;1.36;42;1418;1.56;353;35.4;3.079;3;406.7;-1;-0.05;1;1;1;0;0;29;0;2;0;1;0.007;2.4;405.6;0;69;97;12.7;67;18.83;70.64;18.12;73.69;17.43;10.37;15.59
