Time;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
1;0;6;81.56;1395;133;1237;1.08;1.87;62;1113;2.44;353;41.8;0.008;4;405.9;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;405;0;66;103;11.72;51;22.13;51.93;21.85;49.96;22.21;13.05;17.59
2;-2;6;99.63;1395;139;1367;1.05;1.18;62;1298;1.5;353;41.7;3.079;4;404.8;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;404;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.18;13.05;17.55
3;-1;5;100.61;1395;121;1374;1.07;1.15;62;1419;1.46;353;41.7;3.076;4;404.8;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.7;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.18;13.05;17.55
4;0;5;100.61;1395;128;1374;1.07;1.19;62;1418;1.56;353;41.7;3.076;4;404.8;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.21;13;17.55
5;0;5;100.61;1395;138;1374;1.06;1.19;62;1418;1.56;353;41.8;3.076;4;404.8;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.21;13;17.55
6;-1;7;101.59;1395;130;1381;1.05;1.46;62;1418;1.5;352;41.7;3.073;4;404.6;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.007;2.9;403.5;0;65;103;14.16;51;22.13;51.93;21.85;49.96;22.18;13.05;17.55
7;-1;7;101.1;1395;129;1378;1.06;1.44;62;1418;1.45;353;41.7;3.071;4;404.7;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.19;13.1;17.55
8;0;7;100.12;1395;133;1371;1.05;1.2;62;1418;1.67;353;41.7;3.071;4;404.7;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.96;22.22;13.1;17.64
9;-1;6;100.12;1395;129;1371;1.05;1.22;62;1422;1.52;353;41.8;3.071;4;404.7;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.96;22.24;13.05;17.64
10;-2;7;98.17;1395;130;1357;1.06;1.32;62;1421;1.64;353;41.7;3.071;4;404.7;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.96;22.24;13.1;17.64
11;-1;7;100.61;1395;127;1374;1.05;1.31;62;1421;1.51;352;41.7;3.071;4;404.5;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.007;2.9;403.4;0;66;103;14.16;51;22.13;51.93;21.85;49.96;22.17;13.05;17.64
12;0;5;100.61;1395;131;1374;1.05;1.31;62;1421;1.63;353;41.7;3.074;4;404.3;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;15.14;51;22.13;51.93;21.85;49.96;22.22;13.1;17.64
13;0;5;101.1;1395;131;1378;1.06;1.38;62;1412;1.48;353;41.7;3.068;4;404.5;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.18;13.05;17.64
14;0;5;100.61;1395;122;1374;1.06;1.41;62;1412;1.74;353;41.7;3.068;4;404.5;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.19;13.05;17.64
15;-2;5;98.17;1395;122;1357;1.07;1.36;62;1418;1.64;353;41.8;3.071;4;404.5;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.19;13.05;17.64
16;-3;7;100.61;1395;131;1374;1.07;1.39;62;1418;1.64;353;41.7;3.074;4;404.5;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.007;2.9;403;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.22;13;17.64
17;-1;5;100.12;1395;128;1371;1.07;1.25;62;1421;1.58;353;41.7;3.074;4;404.5;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;14.16;51;22.13;51.93;21.85;49.96;22.18;13.05;17.64
18;-1;6;103.05;1395;128;1391;1.07;1.17;62;1420;1.71;353;41.7;3.074;4;404.5;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;14.65;51;22.13;51.93;21.85;49.96;22.23;13.05;17.64
19;-1;6;101.1;1395;122;1378;1.06;1.32;62;1420;1.59;353;41.8;3.072;4;404.5;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;404;0;66;103;14.16;51;22.13;51.93;21.85;49.93;22.19;13.05;17.64
20;-1;6;100.12;1395;126;1371;1.07;1.48;62;1420;1.6;353;41.7;3.069;4;404.8;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;404;0;66;103;14.16;51;22.13;51.93;21.85;49.93;22.23;13.05;17.64
21;-1;6;101.59;1395;119;1381;1.07;1.4;62;1418;1.66;353;41.7;3.072;4;404.4;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.16;51;22.13;51.93;21.85;49.93;22.21;13.05;17.64
22;-3;6;102.08;1395;125;1384;1.07;1.34;62;1418;1.72;353;41.7;3.072;4;404.4;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.65;51;22.13;51.93;21.85;49.93;22.21;13.15;17.64
23;-2;6;99.15;1395;129;1364;1.06;1.37;62;1418;1.53;353;41.7;3.07;4;404.8;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.7;0;66;103;14.65;51;22.13;51.93;21.85;49.93;22.19;13.15;17.64
24;-2;5;101.59;1395;130;1381;1.05;1.26;62;1418;1.72;353;41.8;3.07;4;404.7;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.65;51;22.13;51.93;21.85;49.91;22.23;13.15;17.64
25;-1;5;99.15;1395;120;1364;1.05;1.32;62;1432;1.61;353;41.7;3.069;4;404.8;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.91;22.24;13.15;17.64
26;-2;5;97.68;1395;128;1354;1.05;1.23;62;1432;1.64;353;41.7;3.073;4;404.8;-2;-0.05;2;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.91;22.24;13.15;17.64
27;-2;7;99.15;1395;130;1364;1.05;1.33;62;1418;1.47;353;41.8;3.073;4;404.8;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.91;22.23;13.15;17.64
28;0;5;99.15;1395;126;1364;1.06;1.46;62;1418;1.59;353;41.7;3.073;4;404.8;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;13.68;51;22.13;51.93;21.85;49.88;22.23;13.15;17.64
29;-3;5;103.05;1395;124;1391;1.06;1.53;62;1418;1.53;353;41.7;3.071;4;404.6;-3;-0.05;4;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.9;0;66;103;14.16;51;22.13;51.93;21.85;49.86;22.26;13.15;17.64
30;-1;6;101.1;1395;136;1378;1.06;1.37;62;1418;1.76;353;41.8;3.07;4;404.6;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.9;0;66;103;14.16;51;22.13;51.93;21.85;49.86;22.28;13.15;17.64
31;-1;5;100.12;1395;125;1371;1.05;1.25;62;1432;1.59;353;41.7;3.07;4;404.8;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.7;0;66;103;14.16;51;22.13;51.93;21.85;49.83;22.26;13.15;17.64
32;-1;5;99.15;1395;125;1364;1.06;1.26;62;1432;1.61;352;41.7;3.07;4;404.8;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.7;0;66;103;14.16;51;22.13;51.93;21.85;49.83;22.27;13.15;17.64
33;-3;7;99.15;1395;125;1364;1.05;1.26;62;1432;1.4;351;41.7;3.068;4;404.5;-3;-0.05;3;1;1;0;0;37;0;4;0;-1;0.007;2.9;403.9;0;65;103;14.16;51;22.13;51.93;21.85;49.81;22.27;13.15;17.64
34;-1;5;98.66;1395;128;1361;1.06;1.32;62;1418;1.5;351;41.8;3.07;4;404.7;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.9;0;66;103;14.16;51;22.13;51.93;21.85;49.81;22.24;13.15;17.64
35;-1;7;99.63;1395;134;1367;1.06;1.41;62;1432;1.4;351;41.7;3.068;4;404.8;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.7;0;66;103;13.68;51;22.13;51.93;21.85;49.81;22.24;13.15;17.64
36;-2;7;100.12;1395;126;1371;1.06;1.33;62;1432;1.53;351;41.7;3.068;4;404.8;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.7;0;66;103;14.16;51;22.13;51.93;21.85;49.78;22.24;13.15;17.64
37;-2;5;99.15;1395;121;1364;1.06;1.26;62;1432;1.55;351;41.7;3.068;4;404.7;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.9;0;66;103;14.16;51;22.13;51.93;21.85;49.74;22.3;13.15;17.64
38;-2;5;101.1;1395;126;1378;1.05;1.48;62;1419;1.54;351;41.7;3.068;4;404.7;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.9;0;66;103;14.16;51;22.13;51.93;21.85;49.74;22.26;13.15;17.64
39;0;7;97.68;1395;131;1354;1.05;1.41;62;1432;1.33;351;41.8;3.066;4;404.6;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;49.71;22.27;13.15;17.64
40;0;7;97.68;1395;116;1354;1.05;1.17;62;1418;1.45;351;41.7;3.068;4;404.5;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.69;22.27;13.15;17.64
41;-3;7;99.15;1395;128;1364;1.05;1.2;62;1432;1.45;351;41.7;3.069;4;404.5;-3;-0.05;4;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.66;22.32;13.15;17.64
42;-3;5;99.15;1395;132;1364;1.05;1.41;62;1421;1.29;351;41.7;3.069;4;404.5;-3;-0.05;4;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.61;22.32;13.15;17.64
43;-1;7;100.61;1395;129;1374;1.05;1.48;62;1420;1.36;352;41.8;3.065;4;404.3;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.7;0;66;103;14.16;51;22.13;51.93;21.85;49.59;22.3;13.15;17.64
44;0;7;99.15;1395;122;1364;1.05;1.49;62;1420;1.52;353;41.7;3.066;4;404.3;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.7;0;66;103;13.68;51;22.13;51.93;21.85;49.59;22.32;13.15;17.64
45;-2;5;99.15;1395;124;1364;1.05;1.38;62;1431;1.44;353;41.7;3.066;4;404.3;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.16;51;22.13;51.93;21.85;49.54;22.32;13.15;17.64
46;-1;5;99.15;1395;121;1364;1.05;1.26;62;1419;1.43;353;41.7;3.066;4;404.3;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.54;22.35;13.2;17.64
47;-2;5;98.66;1395;126;1361;1.05;1.29;62;1431;1.46;353;41.7;3.067;4;404.5;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.47;22.32;13.2;17.64
48;-3;5;99.15;1395;127;1364;1.06;1.38;62;1421;1.31;353;41.7;3.067;4;404.5;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.44;22.3;13.2;17.64
49;-3;7;97.68;1395;132;1354;1.05;1.52;62;1430;1.48;353;41.8;3.066;4;404.9;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.8;0;66;103;14.16;51;22.13;51.93;21.85;49.39;22.37;13.2;17.64
50;-3;5;98.66;1395;128;1361;1.05;1.37;62;1418;1.4;353;41.7;3.066;4;404.9;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.85;49.39;22.35;13.2;17.64
51;-1;6;99.63;1395;122;1367;1.06;1.36;62;1432;1.48;353;41.8;3.066;4;404.5;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.6;0;65;103;14.16;51;22.13;51.93;21.85;49.34;22.37;13.2;17.64
52;-3;6;98.17;1395;121;1357;1.05;1.46;62;1419;1.49;353;41.9;3.066;4;404.5;-3;-0.05;4;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.5;0;66;103;14.16;51;22.13;51.93;21.85;49.3;22.37;13.2;17.64
53;0;6;99.15;1395;124;1364;1.05;1.43;62;1432;1.47;353;41.9;3.064;4;404.7;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;49.27;22.37;13.25;17.64
54;0;5;97.68;1395;126;1354;1.05;1.3;62;1419;1.4;353;41.9;3.066;4;404.3;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;49.22;22.39;13.2;17.64
55;0;6;100.61;1395;120;1374;1.06;1.22;62;1432;1.61;353;41.9;3.068;4;404.4;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;49.15;22.41;13.2;17.64
56;-3;6;100.61;1395;128;1374;1.05;1.18;62;1412;1.58;353;41.9;3.068;4;404.4;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;49.12;22.39;13.25;17.64
57;0;5;98.17;1395;128;1357;1.05;1.4;62;1439;1.65;353;41.9;3.066;4;404.9;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.9;0;66;103;13.68;51;22.13;51.93;21.85;49.05;22.41;13.2;17.64
58;-1;5;98.17;1395;128;1357;1.05;1.53;62;1422;1.4;353;41.9;3.068;4;404.9;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.9;0;66;103;13.68;51;22.13;51.93;21.85;49.03;22.44;13.25;17.64
59;0;5;99.15;1395;126;1364;1.05;1.48;62;1429;1.65;353;41.8;3.068;4;404.6;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;48.93;22.4;13.2;17.64
60;0;5;99.15;1395;125;1364;1.05;1.34;62;1420;1.45;353;41.9;3.068;4;404.6;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;48.93;22.46;13.25;17.64
61;0;7;99.63;1395;127;1367;1.06;1.26;62;1430;1.59;353;41.9;3.067;4;404.6;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;404;0;66;103;13.68;51;22.13;51.93;21.85;48.86;22.43;13.2;17.64
62;-1;5;97.68;1395;126;1354;1.06;1.34;62;1432;1.65;353;41.9;3.065;4;405;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;404;0;66;103;13.68;51;22.13;51.93;21.85;48.86;22.43;13.2;17.64
63;-1;5;98.17;1395;126;1357;1.06;1.52;62;1433;1.51;353;41.9;3.066;4;404.7;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;13.68;51;22.13;51.93;21.85;48.76;22.43;13.2;17.64
64;0;5;99.15;1395;128;1364;1.05;1.44;62;1433;1.53;353;41.9;3.066;4;404.8;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;14.16;51;22.13;51.93;21.85;48.71;22.47;13.2;17.64
65;-1;5;98.17;1395;115;1357;1.06;1.45;62;1429;1.54;353;41.9;3.062;4;404.9;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.85;48.59;22.47;13.2;17.64
66;-1;5;98.17;1395;118;1357;1.05;1.47;62;1419;1.65;352;41.9;3.062;4;404.9;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.85;48.59;22.47;13.2;17.64
67;-1;5;101.1;1395;133;1378;1.05;1.45;62;1432;1.62;351;41.9;3.062;4;404.9;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.85;48.47;22.49;13.2;17.64
68;-1;6;100.12;1395;124;1371;1.05;1.56;62;1418;1.57;351;41.9;3.061;4;404.4;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.85;48.47;22.52;13.2;17.64
69;-3;7;99.15;1395;124;1364;1.05;1.4;62;1432;1.48;351;41.9;3.061;4;404.4;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.85;48.39;22.52;13.2;17.64
70;-1;7;100.61;1395;124;1374;1.05;1.17;62;1412;1.58;351;41.9;3.061;4;404.4;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.85;48.32;22.5;13.2;17.64
71;-1;5;97.68;1395;132;1354;1.05;1.29;62;1439;1.5;351;41.9;3.06;4;404.2;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.1;0;66;103;13.68;51;22.13;51.93;21.85;48.25;22.52;13.3;17.69
72;-1;5;100.12;1395;117;1371;1.06;1.44;62;1432;1.49;351;41.9;3.061;4;404.1;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;14.16;51;22.13;51.93;21.85;48.2;22.51;13.3;17.69
73;-2;5;100.61;1395;114;1374;1.05;1.53;62;1432;1.59;351;41.9;3.058;4;404.1;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.1;0;66;103;13.68;51;22.13;51.93;21.85;48.08;22.51;13.3;17.74
74;-2;5;100.12;1395;130;1371;1.05;1.48;62;1433;1.6;351;41.9;3.058;4;404.1;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.1;0;66;103;13.68;51;22.13;51.96;21.85;48.08;22.54;13.3;17.69
75;-1;7;100.61;1395;131;1374;1.05;1.32;62;1433;1.56;351;41.9;3.059;4;404.1;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.2;0;66;103;14.16;51;22.13;51.93;21.85;47.95;22.61;13.3;17.69
76;-2;5;98.66;1395;131;1361;1.07;1.29;62;1422;1.54;351;41.9;3.06;4;404.1;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;14.16;51;22.13;51.93;21.85;47.88;22.6;13.3;17.69
77;-1;5;101.1;1395;114;1378;1.05;1.36;62;1430;1.37;351;41.9;3.061;4;404.1;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.85;47.78;22.6;13.3;17.74
78;-1;5;97.68;1395;126;1354;1.05;1.34;62;1418;1.42;351;41.8;3.061;4;404.1;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.93;47.78;22.63;13.3;17.69
79;0;5;98.66;1395;130;1361;1.05;1.46;62;1433;1.4;351;41.9;3.061;4;404.4;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.92;47.66;22.65;13.3;17.69
80;-1;5;98.17;1395;130;1357;1.05;1.42;62;1422;1.39;351;41.8;3.061;4;404.4;-1;-0.05;1;1;1;0;0;37;0;4;0;-1;0.007;2.9;403.2;0;66;103;14.16;51;22.13;51.93;21.92;47.59;22.63;13.3;17.69
81;-2;7;101.1;1395;121;1378;1.06;1.5;62;1429;1.47;351;41.9;3.065;4;404.7;-2;-0.05;2;1;1;0;0;37;0;4;0;-1;0.007;2.9;403.2;0;66;103;14.65;51;22.13;51.93;21.93;47.49;22.65;13.3;17.74
82;-3;5;98.66;1395;123;1361;1.05;1.5;62;1418;1.53;351;41.8;3.062;4;404.7;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.8;0;66;103;14.16;51;22.13;51.93;21.92;47.49;22.67;13.3;17.74
83;-3;7;98.17;1395;129;1357;1.05;1.46;62;1432;1.46;351;41.9;3.062;4;404.9;-3;-0.05;3;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.92;47.37;22.68;13.3;17.69
84;-3;5;98.17;1395;128;1357;1.05;1.45;62;1433;1.45;351;41.8;3.062;4;404.9;-3;-0.05;3;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.8;0;66;103;13.68;51;22.13;51.93;21.92;47.32;22.68;13.3;17.74
85;-1;5;100.61;1395;131;1374;1.05;1.25;62;1433;1.45;351;41.9;3.059;4;404.6;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.6;0;66;103;13.68;51;22.13;51.93;21.92;47.22;22.73;13.3;17.74
86;-2;5;99.15;1395;128;1364;1.05;1.36;62;1422;1.34;351;41.9;3.059;4;404.5;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;13.68;51;22.13;51.93;21.92;47.2;22.71;13.3;17.74
87;-1;7;97.19;1395;126;1351;1.05;1.52;62;1429;1.27;351;41.8;3.059;4;404.5;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;13.68;51;22.13;51.93;21.93;47.07;22.74;13.3;17.69
88;-2;7;97.68;1395;126;1354;1.05;1.61;62;1418;1.42;351;41.8;3.059;4;404.5;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.93;47.05;22.76;13.3;17.74
89;-2;6;99.15;1395;132;1364;1.05;1.42;62;1432;1.45;351;41.8;3.06;4;404.2;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;13.68;51;22.13;51.93;21.93;46.9;22.79;13.3;17.69
90;-1;5;99.15;1395;120;1364;1.05;1.44;62;1419;1.37;351;41.9;3.061;4;404.2;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.3;0;66;103;14.16;51;22.13;51.93;21.92;46.88;22.78;13.3;17.74
91;-1;5;98.17;1395;119;1357;1.06;1.24;62;1432;1.42;351;41.8;3.063;4;404.6;-1;-0.05;1;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.6;0;66;103;13.68;51;22.13;51.93;21.92;46.78;22.84;13.3;17.69
92;0;5;97.68;1395;127;1354;1.06;1.28;62;1419;1.54;351;41.9;3.063;4;404.5;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.5;0;66;103;13.68;51;22.13;51.93;21.92;46.76;22.84;13.3;17.74
93;0;7;99.15;1395;127;1364;1.05;1.4;62;1432;1.54;351;41.8;3.06;4;404.5;0;-0.05;0;1;1;0;0;37;0;4;0;-1;0.008;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.92;46.61;22.84;13.3;17.74
94;0;6;98.66;1395;120;1361;1.06;1.4;62;1420;1.45;351;41.9;3.06;4;404.5;0;-0.05;0;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;14.16;51;22.13;51.93;21.92;46.59;22.82;13.3;17.69
95;-2;6;101.1;1395;124;1378;1.06;1.43;62;1431;1.47;351;41.8;3.058;4;404.2;-2;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.92;46.46;22.84;13.3;17.69
96;-3;7;98.17;1395;121;1357;1.06;1.5;62;1433;1.5;351;41.8;3.058;4;404.3;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.92;46.41;22.88;13.3;17.69
97;-3;6;101.59;1395;131;1381;1.05;1.57;62;1433;1.53;351;41.8;3.058;4;404.2;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;13.68;51;22.13;51.93;21.92;46.29;22.93;13.35;17.69
98;-2;7;101.59;1395;122;1381;1.06;1.44;62;1418;1.65;351;41.8;3.058;4;404.2;-2;-0.05;4;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.2;0;66;103;13.19;51;22.13;51.93;21.93;46.27;22.94;13.35;17.69
99;-3;7;99.15;1395;124;1364;1.05;1.39;62;1432;1.65;351;41.8;3.061;4;404.2;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.1;0;66;103;14.16;51;22.13;51.93;21.92;46.15;23;13.35;17.74
100;-2;7;99.63;1395;126;1367;1.05;1.28;62;1418;1.65;351;41.8;3.061;4;404.2;-2;-0.05;4;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.1;0;66;103;13.68;51;22.13;51.93;21.92;46.1;23;13.35;17.69
101;-3;5;99.63;1395;127;1367;1.05;1.39;62;1433;1.56;351;41.8;3.061;4;404.4;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;13.68;51;22.13;51.93;21.92;46;23;13.35;17.74
102;-3;7;98.17;1395;119;1357;1.06;1.56;62;1411;1.6;351;41.8;3.061;4;404.3;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.92;45.95;23;13.35;17.69
103;-3;7;98.17;1395;120;1357;1.07;1.71;62;1440;1.53;351;41.8;3.059;4;404.3;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.007;2.9;403.3;0;66;103;13.68;51;22.13;51.93;21.92;45.83;23;13.35;17.74
104;-3;7;98.66;1395;128;1361;1.07;1.54;62;1440;1.65;351;41.9;3.058;4;404.3;-3;-0.05;2;1;1;0;0;36;0;4;0;-1;0.008;2.9;403.4;0;66;103;13.68;51;22.13;51.93;21.92;45.8;23;13.35;17.69
