Fecha;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
08/03/2021 12:16:37;0;0;6.02;19;0;336;1.21;0;1288;0;0;46;30.1;0.008;63;411.1;0;-0.02;0;0;0;1;0;31;0;3;0;-1;0.008;30.1;408.3;0;72;102;0;27;26.12;30.15;23.98;31.23;21.91;12.91;17.2
08/03/2021 12:16:38;0;6;6.02;244;29;336;2.56;0;1288;0;0.03;95;29.3;0.008;63;411.1;0;-0.02;0;0;0;1;0;1764;0;3;0;-1;0.008;30.1;408.3;0;-416;1348;0;27;26.14;30.15;23.98;31.23;21.93;12.95;17.2
08/03/2021 12:16:39;-18;9;9.37;469;40;419;1.67;0.15;1288;164;0.28;138;29.7;0.008;63;411.1;-18;-0.02;653;0;0;1;0;1739;0;414;0;-1;0.957;30.1;407.9;0;-261;1478;0;27;26.2;30.15;23.98;31.23;21.93;12.95;17.2
08/03/2021 12:16:40;-18;9;10.04;694;50;434;1.29;0.18;1288;164;0.29;190;29.8;0.008;63;411.1;-18;-0.02;674;0;0;1;0;1726;0;414;0;-1;0.952;30.1;407.9;0;-276;1450;0;27;26.21;30.15;23.98;31.23;21.91;12.95;17.2
08/03/2021 12:16:41;-20;9;27.77;919;69;722;1.16;0.59;1288;477;0.72;242;29.8;0.008;63;411.1;-20;-0.02;782;0;0;1;0;1735;0;418;0;-1;0.951;30.1;407.7;0;-280;1455;3.91;27;26.21;30.15;23.98;31.23;21.97;13.15;17.25
08/03/2021 12:16:42;-20;9;29.77;1144;97;748;1.12;0.41;1288;477;0.74;296;29.9;0.008;63;411.1;-20;-0.02;787;0;0;1;0;1719;0;417;0;-1;0.951;30.1;407.7;0;-276;1443;4.4;27;26.21;30.15;23.98;31.23;21.96;13.2;17.25
08/03/2021 12:16:43;-20;9;62.56;1370;130;1084;1.09;1.82;1288;793;1.58;350;29.9;0.008;63;411.1;-20;-0.02;795;0;0;1;0;1723;0;417;0;-1;0.949;30.1;407.7;0;-276;1446;11.72;27;26.21;30.15;23.98;31.2;21.94;13.69;17.5
08/03/2021 12:16:44;-20;9;65.57;1395;111;1109;1.05;1.67;1288;793;1.56;350;30.3;0.008;63;411.1;-20;-0.02;796;0;0;1;0;1718;0;418;0;-1;0.949;30.1;407.7;0;-279;1439;12.7;27;26.21;30.15;23.98;31.2;21.91;13.79;17.5
08/03/2021 12:16:45;228;13;66.9;1395;105;1121;1.04;1.06;1288;971;1.54;350;30.5;0.008;63;411.1;228;0.26;773;0;0;12;0;1712;2;418;0;11;0.95;30.1;407.7;0;-286;1426;13.19;27;26.21;30.03;23.98;31.18;21.96;14.32;17.79
08/03/2021 12:16:46;324;16;67.91;1395;109;1129;1.04;0.99;1288;971;1.34;350;30.5;0.008;63;411.1;324;0.37;768;0;0;16;0;1717;3;418;0;15;0.95;30.1;407.7;0;-302;1414;12.7;27;26.21;30.03;23.98;31.18;21.94;14.37;17.84
