Fecha;UCWF;UCWDP;UCFDP;UCFMS;UCFMEP;UCAF;UCFMC;UCMVB;UCAH;UCFS;UCFVB;UCFMV;UCFMT;UCHC;UCHAH;UCHV;MVWF2;MVCV;MVDP;MVWF1;MVWF1.setting;MVSO;MVOT;CPPR;CPHE;CPMEP;CPCF;CPHP;CPMC;CPAH;CPMV;CPMT;CPSP;CPDP;UCSDP;AMBH;AMBT;UCAIH;UCAIT;UCAOH;UCAOT;UCWIT;UCWOT
02/03/2021 12:30:39;-1;5;6.02;0;0;336;0;0.01;1146;0;0.01;0;25.1;0.008;48;409.2;-1;-0.02;1;0;0;1;0;38;0;3;0;-1;0.007;21.9;408.3;0;72;110;0;30;30.43;34.04;27.71;39.92;24.2;18.13;21.7
02/03/2021 12:30:40;-6;16;6.36;91;7;345;2.01;0.01;1146;0;0.09;57;23.9;0.008;48;409;-6;-0.02;63;0;0;1;0;337;-2;3;0;-1;0.007;21.9;407.9;0;-30;307;0;30;30.43;34.04;27.71;39.92;24.23;18.18;21.7
02/03/2021 12:30:41;-8;15;6.36;316;25;345;2.27;0.01;1146;0;0.11;106;23.7;0.008;48;409;-8;-0.02;128;0;0;1;0;1650;-11;3;0;-1;0.007;21.9;407.9;0;-360;1290;0;30;30.38;34.01;27.71;39.92;24.23;18.18;21.7
02/03/2021 12:30:42;-17;6;11.37;541;37;462;1.45;0.14;1146;176;0.26;154;23.9;0.008;48;409;-17;-0.02;619;0;0;1;0;1604;0;426;0;-1;0.961;21.9;407.5;0;-251;1354;0;30;30.36;34.04;27.71;39.92;24.21;18.13;21.7
02/03/2021 12:30:43;-18;8;12.04;766;59;475;1.22;0.13;1146;176;0.28;206;24;0.008;48;408.6;-18;-0.02;628;0;0;1;0;1598;0;426;0;-1;0.959;21.9;407.5;0;-259;1338;0.49;30;30.36;34.04;27.71;39.92;24.2;18.13;21.7
02/03/2021 12:30:44;-18;10;32.45;991;87;780;1.14;0.43;1146;495;0.82;259;24.1;0.008;48;408.8;-18;-0.02;693;0;0;1;0;1580;0;429;0;-1;0.96;21.9;407.8;0;-259;1321;6.84;30;30.37;34.08;27.71;39.92;24.2;18.38;21.84
02/03/2021 12:30:45;-18;8;33.79;1216;123;796;1.12;0.48;1146;495;0.78;313;24.1;0.008;48;408.8;-18;-0.02;692;0;0;1;0;1573;0;429;0;-1;0.96;21.9;407.9;0;-256;1318;6.84;30;30.37;34.11;27.71;39.92;24.21;18.38;21.84
02/03/2021 12:30:46;-18;8;66.57;1395;126;1118;1.08;1.14;1146;814;1.78;353;24.1;0.008;48;408.9;-18;-0.02;700;0;0;1;0;1578;0;432;0;-1;0.958;21.9;407.9;0;-257;1321;14.65;30;30.37;34.08;27.71;39.85;24.22;18.52;22.04
02/03/2021 12:30:47;-18;8;66.9;1395;122;1121;1.06;1.06;1146;814;1.65;351;24.4;0.008;48;408.9;-18;-0.02;699;0;0;1;0;1564;0;433;0;-1;0.958;21.9;407.9;0;-257;1307;14.65;30;30.37;34.11;27.71;39.85;24.22;18.52;22.04
02/03/2021 12:30:48;325;19;68.24;1395;124;1132;1.06;0.85;1146;979;1.36;350;24.6;0.008;48;408.9;325;0.4;668;0;0;17;0;1556;3;433;0;14;0.959;21.9;407.7;0;-271;1285;14.65;30;30.37;34.11;27.71;39.65;24.23;18.62;22.33
